text,intent,response,language,channel,source
how to pay utility bill with duitnow in ipoh malaysia via mobile app cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, confirm biller reference and due date before payment. In malaysia, duitnow activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill duitnow; city=unspecified city; rail=duitnow; channel=mobile app; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in manila philippines po case 65,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in delhi india after paying 180 inr please,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, enable reminders for recurring bill cycles. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with bank transfer in da nang vietnam via qr scanner cam on,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In vietnam, bank transfer activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill bank; city=unspecified city; rail=bank transfer; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in yogyakarta indonesia tolong case 68,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
bill payment pending in phnom penh cambodia after paying 250 riel ot ban,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, enable reminders for recurring bill cycles. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=ot ban.",en,mobile,asia_research_qa2016
how to pay utility bill with promptpay in chiang mai thailand via web banking rai,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, save proof of payment for future reconciliation. In thailand, promptpay activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill promptpay; city=unspecified city; rail=promptpay; channel=web banking; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in tampines singapore steady case 71,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, review fee preview and payment route before confirmation. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in ipoh malaysia after paying 400 myr cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, review fee preview and payment route before confirmation. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with gcash in manila philippines via merchant terminal po,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In philippines, gcash activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill gcash; city=unspecified city; rail=gcash; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in delhi india please case 74,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, enable reminders for recurring bill cycles. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in da nang vietnam after paying 15 vnd cam on,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, review fee preview and payment route before confirmation. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending nang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with qris in yogyakarta indonesia via agent outlet tolong,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, confirm biller reference and due date before payment. In indonesia, qris activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill qris; city=unspecified city; rail=qris; channel=agent outlet; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in phnom penh cambodia ban te,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=ban te.",en,mobile,asia_research_qa2016
bill payment pending in chiang mai thailand after paying 25 baht rai,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending chiang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with paynow in tampines singapore via mobile app steady,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, confirm biller reference and due date before payment. In singapore, paynow activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill paynow; city=unspecified city; rail=paynow; channel=mobile app; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in ipoh malaysia cepat case 80,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, enable reminders for recurring bill cycles. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in manila philippines after paying 40 php po,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, review fee preview and payment route before confirmation. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending manila; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with upi in delhi india via qr scanner please,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In india, upi activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill upi; city=unspecified city; rail=upi; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in da nang vietnam cam on case 83,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, confirm biller reference and due date before payment. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in yogyakarta indonesia after paying 55 idr tolong,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending yogyakarta; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
how to pay utility bill with khqr in phnom penh cambodia via web banking nis,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In phnom penh, khqr activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill khqr; city=phnom penh; rail=khqr; channel=web banking; time=standard time; local_tone=nis.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in chiang mai thailand rai case 86,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, confirm biller reference and due date before payment. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in tampines singapore after paying 70 sgd steady,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, enable reminders for recurring bill cycles. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending tampines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with duitnow in ipoh malaysia via merchant terminal cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In malaysia, duitnow activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill duitnow; city=unspecified city; rail=duitnow; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in manila philippines po case 89,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in delhi india after paying 95 inr please,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, review fee preview and payment route before confirmation. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with bank transfer in da nang vietnam via agent outlet cam on,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In vietnam, bank transfer activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill bank; city=unspecified city; rail=bank transfer; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in yogyakarta indonesia tolong case 92,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
bill payment pending in phnom penh cambodia after paying 120 riel knyom,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, save proof of payment for future reconciliation. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=knyom.",en,mobile,asia_research_qa2016
how to pay utility bill with promptpay in chiang mai thailand via mobile app rai,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In thailand, promptpay activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill promptpay; city=unspecified city; rail=promptpay; channel=mobile app; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in tampines singapore steady case 95,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in ipoh malaysia after paying 180 myr cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with gcash in manila philippines via qr scanner po,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In philippines, gcash activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill gcash; city=unspecified city; rail=gcash; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in delhi india please case 98,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in da nang vietnam after paying 250 vnd cam on,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending nang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with qris in yogyakarta indonesia via web banking tolong,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In indonesia, qris activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill qris; city=unspecified city; rail=qris; channel=web banking; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in phnom penh cambodia som help,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, enable reminders for recurring bill cycles. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=som help.",en,mobile,asia_research_qa2016
bill payment pending in chiang mai thailand after paying 400 baht rai,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending chiang; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with paynow in tampines singapore via merchant terminal steady,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In singapore, paynow activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill paynow; city=unspecified city; rail=paynow; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in ipoh malaysia cepat case 104,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, review fee preview and payment route before confirmation. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in manila philippines after paying 15 php po,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, save proof of payment for future reconciliation. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending manila; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with upi in delhi india via agent outlet please,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In india, upi activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill upi; city=unspecified city; rail=upi; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in da nang vietnam cam on case 107,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, review fee preview and payment route before confirmation. In vietnam, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in yogyakarta indonesia after paying 25 idr tolong,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, review fee preview and payment route before confirmation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending yogyakarta; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
how to pay utility bill with acleda in phnom penh cambodia via mobile app ot ban,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In phnom penh, acleda activity through mobile app at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill acleda; city=phnom penh; rail=acleda; channel=mobile app; time=standard time; local_tone=ot ban.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in chiang mai thailand rai case 110,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, enable reminders for recurring bill cycles. In thailand, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in tampines singapore after paying 40 sgd steady,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, enable reminders for recurring bill cycles. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending tampines; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with duitnow in ipoh malaysia via qr scanner cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In malaysia, duitnow activity through qr scanner at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill duitnow; city=unspecified city; rail=duitnow; channel=qr scanner; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in manila philippines po case 113,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, confirm biller reference and due date before payment. In philippines, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in delhi india after paying 55 inr please,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, enable reminders for recurring bill cycles. In india, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending delhi; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with bank transfer in da nang vietnam via web banking cam on,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, review fee preview and payment route before confirmation. In vietnam, bank transfer activity through web banking at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill bank; city=unspecified city; rail=bank transfer; channel=web banking; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for fuel station in yogyakarta indonesia tolong case 116,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, save proof of payment for future reconciliation. In indonesia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=ya.",en,mobile,asia_research_qa2016
bill payment pending in phnom penh cambodia after paying 70 riel ban te,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In phnom penh, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending phnom; city=phnom penh; rail=standard rail; channel=default channel; time=standard time; local_tone=ban te.",en,mobile,asia_research_qa2016
how to pay utility bill with promptpay in chiang mai thailand via merchant terminal rai,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, enable reminders for recurring bill cycles. In thailand, promptpay activity through merchant terminal at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill promptpay; city=unspecified city; rail=promptpay; channel=merchant terminal; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
can i set recurring bill payment for grocery in tampines singapore steady case 119,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For set recurring bill, review fee preview and payment route before confirmation. In singapore, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=set recurring bill payment; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
bill payment pending in ipoh malaysia after paying 95 myr cepat,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For bill payment pending, confirm biller reference and due date before payment. In malaysia, local payment rail activity through your selected channel at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=bill payment pending ipoh; city=unspecified city; rail=standard rail; channel=default channel; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
how to pay utility bill with gcash in manila philippines via agent outlet po case 121,bill_payment,"Select the biller, enter the correct reference, and confirm payment securely. Save the receipt and enable reminders for recurring due dates. For pay utility bill, confirm biller reference and due date before payment. In philippines, gcash activity through agent outlet at this period can post with slight delay depending on settlement windows. If status stays unchanged, retry once safely and keep the reference ID for escalation. Scenario context: focus=pay utility bill gcash; city=unspecified city; rail=gcash; channel=agent outlet; time=standard time; local_tone=neutral.",en,mobile,asia_research_qa2016
