text,label,intent,response,sub_intent
How long is the transfer?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I am waiting for the money to enter my account. How long does it take?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I have a card payment that I don't recognize. What should I do?,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
What is the normal time to make an international transfer? I made one a few days ago that still hasn't arrived.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Where can I find the top up verification code?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
My card has been stolen what do I do?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I requested money from the ATM and it didn't give me as much as I requested.,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
My card payment wasn't accepted.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
I made a cash withdrawal earlier and it's showing as pending.  What does that mean?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Will you help me unblock my pin after putting in the wrong pin too many times?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
How does identity check work?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
My recent transfer didn't go through - why not?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
How long do I have to wait until the transferred money shows up?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
It's requiring me to verify my identity?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"While on vacation in Spain I think someone saw my PIN and I now need to change it, can I do this at an ATM in Spain?",21,card_issue,Use card settings to securely change your card PIN.,change_pin
"My card will expire soon, do I need to order a new one?",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
I just got my new card.  How can I activate it?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Why are all my card payments being declined?,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
What steps can I take if someone else is using my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Do I have to go to an actual bank to change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Why has my payment been declined? I paid by card.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How do I check security settings using the app?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
Why am I not allowed to add a certain beneficiary?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
My payment shows that it is pending will I be charged more money?,48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
My card stopped working. How do I check if there is a freeze on it?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
"If I see a payment in the app that I don't recognize, what should I do?",16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
"Hi,  I have transferred money but beneficiary's account is credited with less amount. Now i have transfer the difference of the amount. I think there is some issue, could you please look into this.",64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
What kind of charges should I expect to exchange currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
What should I do?  My card has been stolen!,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I need to transfer funds from my other bank account into this bank account.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
"please help me with this transfer, for some reason i can't transfer to a cryptocurency account",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Can you explain why the ATM is giving me less money than what I asked for?,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
Is it possible to top up by card?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
When will my top-up happen?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Can I set my own top-up limit?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I tried to withdraw cash from your ATM but my transaction was cancelled.,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
What steps do I take to unblock my PIN?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I tried entering my pin several times incorrectly. Why isn't my pin working?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
I've made more than one attempt to make a purchase and the card keeps getting declined. Why do you keep denying my transfers?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I withdrew cash and was charged,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
I got charged a fee for transferring money.,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
What is the estimated wait time on a US transfer into my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
"I sent money to someone but they haven't gotten it, what's going on?",66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
Why hasn't a transaction I did to my friend arrived yet?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
"My card will expire soon, When do I need to order a new one?",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
My top-up was rejected by an app.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
What do I do if the machine rejects my card?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
What's my limit for topping up?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
Tell me why I need top-up to be verified?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
I tried to get gas but my money was gone!,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
I think that somebody is utilizing my card without my authorization!,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
How can I lookup the source for my available money?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
"I transferred money to a receiver within the EU and they received a lesser amount than expected.  Now I will have to send additional money to the receiver in order to make up the difference.  I'm not sure what went wrong, can you please advise?",64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
Why would a cash withdrawal still be pending?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Why was my transaction declined?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
My transfer didn't arrive to the recipient,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I topped up about half an hour ago and the charge is still pending. I'm a new customer and today is my first time doing this. Can you fix it? It doesn't seem to be working.,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Is there a top-up limit that I have to stay under during a given period of time?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
How long until I see a cash withdrawal?,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
I believe I got a wrong exchange rate when I got cash.,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
how long are my top ups pending,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
If I want to can I set up a new PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
I want to create a new pin.,21,card_issue,Use card settings to securely change your card PIN.,change_pin
"I enetered the wrong information, I need my account unblocked How do I do that?",49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
What identification is required to activate my card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
There is an urgent transfer I need to make from China.  How long will it take to get it processed?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Someone took my card without permission,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
How to unblock my PIN?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
How can I find out where the funds are flow?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
I have a fee listed for a transfer.,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
Can I receive payment in another currency?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
"So, I am in the middle of purchasing a flat. I need the money for the first mortgage payment and it is not going through. I keep receiving an error. Can you find out what's going on and help me complete this transfer?",35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I added money through a bank transfer and it is not showing in my balance.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
"Hi, Please help me to request cash back. As i have been withdrawn money from ATM, but i got wrong amount. in Application its showing the amount i have been charged through.",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
The ATM keeps declining my Transaction . I tried two different ATMs already Would you please check if everything is okay with my account?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
I do not recognise the card payment.,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
"I transferred 7,000 to a receiver outside the EU and they received a lesser amount than what I sent, Unfortunately, now I must send an additional transfer to the receiver so that they can receive the full amount I initially sent.  I'm not sure why they received a lesser amount than what I initially sen, but can you please look into this and let me know what happened?",64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
My ATM withdrawal was cancelled,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
What is the charge for exchanging currency?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
My account shows up as pending after I received cash from the ATM earlier.  How can this be still pending? I've got the cash already.,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
I thought it was free to make a withdrawal. So how much does it cost now?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Are there cash machines where I can change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
Can you tell me how I go about activating a new card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Why was one of my transfers declined?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
When will my top up go through?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I'm having trouble proving my identity,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
"I already made a transfer and want to cancel it, how do I do that?",8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Can I see where my money is being transferred from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
Why won't my card work anymore?,14,card_issue,Use card controls to troubleshoot the card and verify status before retrying.,card_not_working
How do I report my card as lost or stolen?,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
I tried to top up and suddenly my money disappeared,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
"Hello, Just now i got to know withdrawal of money from of my account. As someone used my card to withdraw amount in any odd remote area. Since i have not been in that area, please freeze my card immediately.",20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What is the process for activating a new card.,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
Please help me.  My card is missing.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Where do I need to go to change my PIN?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
What could the reason be that my payment card was declined?,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
Why hasn't the transaction I did arrive yet?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
Why can't I transfer to an account?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
Why was my atm withdrawl declined,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Is there an extra charge to exchange different currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
Why are you asking so many questions about who I am,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
top up by my card is that possible?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
My card's expiration date is close.,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Why was there a fee on my cash withdrawal?,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
In my account I noticed my ATM withdrawal is still pending,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
how do i find out about transfers,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
Why would I get a decline message in a transfer?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I need to transfer something to China. It is urgent. How many days will it take to get there?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
Does it cost much or take long to get a new card? Mine is about to expire.,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Can I unblock my PIN in the app?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
Balance is not up to date.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
How long does it take to get my money,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
I need help proving that this is really me and to verify my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
why was a transfer declined,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
Someone hacked into my cards account.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I needed cash from the ATM but I couldn't get it.,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"Transfer unable to be completed, states 'declined'",27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I am having trouble verifying my id.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
is there a limit to top up,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
There is a missing transfer on my account,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
There is a cash withdrawal on my statement that I don't recognize,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What is this witdrawal,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
I could not access my money at the ATM,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
How long does it take for the money to show up in my account?,67,transaction_status,Transfers may take time depending on settlement windows; monitor status in transaction history.,transfer_timing
How do i change my identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Why is my beneficiary not working?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I'm being asked for a verification code. Where do I find it?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
What is the maximum for top-ups?,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
"The transfer finally worked, but how long does it stay pending?",48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
How can I request cash back? The ATM just gave me a different amount than what I've been actually charged though...,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
I've been trying to do a transfer multiple times and have failed? Is the system down?,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
I need assistance activating my card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
My cash withdrawal was not entirely complete,75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
i need to top up by card.,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
Why is there are there two of the same transaction?,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
What do I do if I completed a money transfer but the recipient hasn't received it?,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I have transactions that I don't recognize - I think someone is using my card.,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
How can I verify the top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
"I'm not sure why my payment has been declined? Please tell me why, I thought it was all good.",25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
Can I verify my top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
"Hello, I went ahead and checked my account details to be sure, and they are definitely correct.  I've had a transfer pending for a while, and I can't understand why it hasn't gone through yet.",48,transaction_status,Track transfer status from transaction history to see pending or completed updates.,pending_transfer
What will happen after my card expires?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Can I use my social security card as a form of identity?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
My ABA transfer was declined,998,fund_transfer,Check ABA transfer limits and verify recipient details before retrying the declined transfer.,declined_transfer
When I made a cash transfer abroad the wrong exchange rate was applied,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
My money disappeared right when I tried to top up,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
My card expires next week. How do I get a new one?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
My top-up was declined,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
I am looking to transfer some money from my other bank account into this one.,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
How do I perform identity checks?,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
I want to transfer a sum of money from another bank account I have into this one,65,fund_transfer,"Start a transfer by confirming recipient details, amount, and transfer method before submitting.",transfer_into_account
The wrong account was used during a transaction.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
im worried about fraud how do you protect my account,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
What reasons would a topup fail?,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Why won't you accept my payment? I keep trying with this card and it's not working.,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
How can I receive money from someone?,50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
How will I know where my funds are coming from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
I messed up and made a transaction using the wrong account.,8,fund_transfer,Review pending transfer options and cancel the transfer from transaction controls if allowed.,cancel_transfer
Can you tell me why my pop-up is still pending?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
Bakong wallet top up failed,995,wallet_topup,Retry the Bakong top up after verifying funding source details.,top_up_failed
Can you elaborate on why I have an extra charge just for transferring?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
My card was stolen last night.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
The atm wouldn't give out cash,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"My top up has been pending for an hour already, and I really need this to go through as soon as possible.  Can you help?",47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
I believe my card has been compromised because of a strange withdrawal,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What information am I going to have to have in order to do a transfer with my card?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
my payment was rejected,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
My card expires soon,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
What's going on? I was just recently charged for an ATM withdrawal. I've never seen this charge before and before it's always been free.,19,cash_withdrawal,Review ATM or network withdrawal fees before retrying.,cash_withdrawal_charge
Can I let other people have access to my account in order to top up?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
Tell me if there is a top-up limit.,60,wallet_topup,Check wallet top up limits in the app before funding.,top_up_limits
I was not able to use the ATM to get cash,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
There are strange transactions on my account.  What should I do if I think someone stole my details?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
I just had my card get declined at the ATM! I need to get money out but I am unable to.  Why has this happened?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
I will not be able to verify my identity.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
I have duplicated transactions on my statement,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
I entered a wrong PIN too many times. How can I fix this?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
where can I get the info for my funds,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
can I use my card before identity verification?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
I thought you guys offered free transfers. Why was I charged?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
How do I order a replacement for stolen card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
My topping up didn't go through.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
Can I change my in at all ATM's?,21,card_issue,Use card settings to securely change your card PIN.,change_pin
"I was wondering, Can I get my pay in another currency?",50,fund_transfer,Confirm the sender details and check incoming transfer status from transaction history.,receiving_money
"I lost my card, what do I do now?",41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
do I need to verify my identity before I can use my card?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
"I am at the ATM and tried to withdraw 30 pounds and it only gave me 10 pounds, what do I do?",75,cash_withdrawal,Keep your receipt and contact support regarding the cash discrepancy.,wrong_amount_of_cash_received
What are the reasons for a declined transfer?,27,fund_transfer,"Check transfer limits, balance, and recipient details before retrying the transfer.",declined_transfer
I transferred some money but it is not here yet,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
Is my account able to be topped up by my friends?,62,wallet_topup,Use supported funding cards to top up your wallet and verify confirmation.,topping_up_by_card
My account says I have money but I withdrew it in cash.,46,cash_withdrawal,Check transaction history to monitor pending cash withdrawal status.,pending_cash_withdrawal
My top-up didn't work.,59,wallet_topup,Verify funding source details and retry the wallet top up securely.,top_up_failed
Why is it taking so long for a transfer to complete!,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
I don't know how to verify my identity.,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Where do my funds originate from?,70,kyc_verification,Provide supporting documents to complete source-of-funds verification.,verify_source_of_funds
How long does it take for money to reach my account?,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Why are there additional fees for transfers?,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
I am confused about your fee structure and was disappointed to see a fee for my transfer.,64,fee_inquiry,Check the transfer fee schedule before confirming the transaction.,transfer_fee_charged
why couldn't I use my card at a store?,25,card_issue,"Check card controls, available balance, and retry the payment securely.",declined_card_payment
Can i make transactions before identity verification?,74,kyc_verification,Identity verification helps secure your account and meet compliance requirements.,why_verify_identity
What do I do if my card was stolen.,41,card_issue,Freeze or block the card immediately and request replacement if needed.,lost_or_stolen_card
Help! My card isn't working at the ATM and I know I used the right PIN. Trying to get my money.,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
"My card's expiration is approaching, how do I replace it.",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Why would the ATM machine fail to give me the cash withdrawal I requested?,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
why isn't my top-up going through?,47,wallet_topup,Track top up status from transaction history and allow time for settlement.,pending_top_up
There is a cash withdrawal on my statement that I did not make,20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
What should I do if someone else used my card?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
Why was I charged twice for my item!,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
Looking at my statement I see that I was double charged for a payment I made.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
I have not received the completed transaction.,66,transaction_status,Verify recipient details and track transfer status before contacting support.,transfer_not_received_by_recipient
Is my card actually working? It's the first time I tried using it,26,cash_withdrawal,Retry at a supported ATM after confirming withdrawal limits.,declined_cash_withdrawal
I couldnt transfer money from my account.,35,fund_transfer,Verify recipient information and retry the transfer securely.,failed_transfer
Let me know what the steps for the identity checks are,69,kyc_verification,Submit identity documents and track verification progress in the app.,verify_my_identity
Why was my PIN blocked?,49,card_issue,Use card settings or support options to unblock or reset the card PIN.,pin_blocked
The transfer on my account is not showing up.,5,transaction_status,Allow time for settlement updates and check account balance again later.,balance_not_updated_after_bank_transfer
Are there restrictions to transfers to certain accounts?,7,fund_transfer,Verify beneficiary eligibility and recipient details before retrying the transfer.,beneficiary_not_allowed
I can't verify identity through the app.,68,kyc_verification,Resubmit valid identity documents and ensure profile details match exactly.,unable_to_verify_identity
"If my card is going to expire this month, do I need to order a new one?",9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
Where do I find my code to verify my top-up card?,71,wallet_topup,Check transaction history and confirmation records to verify the top up.,verify_top_up
Is ordering a new card from China available?,9,card_issue,Check replacement options and update card details if expiration is near.,card_about_to_expire
I think I got charged twice for the same thing,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
"I just got my new card, how do I activate it?",0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
"Someone is using my card to purchase flights to New York it's not me because I'm not going to New York, please can you cancel the card and refund the money?",20,cash_withdrawal,Report the unrecognized cash withdrawal immediately and secure your account.,cash_withdrawal_not_recognised
Is there an additional cost to exchange currencies?,31,fee_inquiry,Review exchange-related charges and fee details before proceeding.,exchange_charge
i disagree with a charge,16,fraud_report,Report the unrecognized card payment immediately and secure your account.,card_payment_not_recognised
My wallet was stolen and all my credit cards were in there.  HELP?!!?,22,card_issue,Freeze the card immediately and report suspicious activity for investigation.,compromised_card
A transaction posted twice to my account.,63,fraud_report,Review the duplicate charge and contact support if it does not reverse.,transaction_charged_twice
In a recent withdrawal I received less cash than I expected to receive.  Did someone make an error with the exchange rate?,76,cash_withdrawal,Review the applied exchange rate and contact support if it seems incorrect.,wrong_exchange_rate_for_cash_withdrawal
Can I get some help activating my new card?,0,card_issue,Activate your card through card controls before attempting transactions.,activate_my_card
